2,3,146
2,4,81
2,2,70
2,5,70
2,7,66
2,6,53
2,8,47
2,10,38
2,12,27
2,9,26
2,14,25
2,13,23
2,11,22
2,15,15
3,4,156
3,5,117
3,6,88
3,7,72
3,3,58
3,9,47
3,10,41
3,8,40
3,11,37
3,12,31
3,13,29
3,14,26
4,5,132
4,6,106
4,7,84
4,4,83
4,8,78
4,11,54
4,10,37
4,13,37
4,9,36
4,12,34
4,14,29
4,15,17
4,16,12
5,7,163
5,6,116
5,8,93
5,9,85
5,10,68
5,5,59
5,11,58
5,13,51
5,12,37
5,14,36
5,15,28
5,16,11
6,7,164
6,8,119
6,9,75
6,6,57
6,10,54
6,11,45
6,12,41
6,13,33
6,14,29
6,15,18
7,8,252
7,9,140
7,10,107
7,11,86
7,13,76
7,12,73
7,7,70
7,14,40
7,15,26
7,16,12
8,9,212
8,10,120
8,11,83
8,12,75
8,8,71
8,14,69
8,13,67
8,15,50
8,16,17
8,18,14
9,10,186
9,11,100
9,9,93
9,12,74
9,13,74
9,14,64
9,15,53
9,16,26
9,18,13
10,11,157
10,13,82
10,10,80
10,12,68
10,15,67
10,14,62
10,16,34
10,17,31
10,18,23
10,20,11
11,12,113
11,15,94
11,13,87
11,14,82
11,11,67
11,16,38
11,17,34
11,19,15
11,18,13
11,20,13
12,13,119
12,14,72
12,12,70
12,15,59
12,16,39
12,17,28
12,18,22
12,19,17
13,14,120
13,15,69
13,13,57
13,16,44
13,17,18
13,20,18
13,18,16
14,15,239
14,16,161
14,17,84
14,14,74
14,18,71
14,20,47
14,19,29
14,22,20
14,21,18
15,16,217
15,17,151
15,18,105
15,15,89
15,20,63
15,19,59
15,21,37
15,23,24
15,25,22
15,22,19
15,27,18
15,24,17
15,28,12
16,17,193
16,18,150
16,20,84
16,19,80
16,16,74
16,21,73
16,22,45
16,23,42
16,25,31
16,24,22
16,31,14
16,32,11
16,34,11
17,18,214
17,19,131
17,20,99
17,17,94
17,21,87
17,22,57
17,24,36
17,25,25
17,23,21
17,27,18
17,26,11
17,31,11
18,19,172
18,20,138
18,21,104
18,18,94
18,22,87
18,23,72
18,24,50
18,26,35
18,25,30
18,27,23
18,28,14
18,29,13
18,32,12
19,20,155
19,21,152
19,19,90
19,22,76
19,24,46
19,23,42
19,25,38
19,26,25
19,27,22
19,32,14
19,28,13
19,34,13
20,21,192
20,20,63
20,22,63
20,23,41
20,24,38
20,25,29
20,27,22
20,26,19
20,35,11
21,22,291
21,23,161
21,21,130
21,24,121
21,25,101
21,27,91
21,26,60
